ListingId	UpdateOnDate	Address	NewPrice
1318201567211	2024-01-03	90-darwinia-terrace-chapman-canberra	$995,000+
1318193731011	2024-01-08	1-18-horbury-street-phillip-canberra	$650,000 +
1318212535011	2024-01-08	33-40-mort-street-braddon-canberra	$499,000+
1317847743111	2024-01-09	no-street-name-provided-strathnairn-canberra	$950,000+
1318202659511	2024-01-09	167-1-anthony-rolfe-avenue-gungahlin-canberra	$445,000+
1318210685611	2024-01-09	1217-15-bowes-street-phillip-canberra	$575,000+
1318082494211	2024-01-10	23-25-seahorse-street-throsby-canberra	$759,900+
1318131089811	2024-01-10	1006-25-edinburgh-avenue-city-canberra	$475,000
1318183818411	2024-01-10	14-limb-circuit-moncrieff-canberra	$999,000+
1318194345811	2024-01-10	139-badimara-street-fisher-canberra	$899,000+
1318197418911	2024-01-10	318-15-jardine-street-kingston-canberra	$810,000+
1318207222911	2024-01-10	2-higham-place-dunlop-canberra	$710,000+
1318207271611	2024-01-10	54-35-torrens-street-braddon-canberra	$420,000+
1318212892411	2024-01-10	56-maitland-street-hackett-canberra	$1,250,000
1318215062511	2024-01-10	14-adamson-crescent-wanniassa-canberra	$1,200,000+
1317872107811	2024-01-11	69-jill-landsberg-terrace-strathnairn-canberra	$899,000+
1318043152211	2024-01-11	telfer-street-coombs-canberra	$499,900+
1318142979611	2024-01-11	allegro-oversized-3-bedroom-with-double-garage-throsby-canberra	$849,900+
1318142979711	2024-01-11	allegro-large-3-bedroom-townhome-with-oversized-2-car-garage-storage-throsby-canberra	$799,900+
1318147976911	2024-01-11	37-27-coxen-street-hughes-canberra	$210,000+
1318196235611	2024-01-11	level-8-320-1-launceston-street-phillip-canberra	Offers over $440,000
1318207233611	2024-01-11	98-jaeger-circuit-bruce-canberra	$1,790,000 - $1,890,000
1318216454011	2024-01-11	68-phyllis-ashton-circuit-gungahlin-canberra	$890,000 +
1318197765111	2024-01-12	34-barraclough-crescent-monash-canberra	$800,000+
1318201584511	2024-01-13	804-15-bowes-street-phillip-canberra	$399,999 - $419,999
1318210015711	2024-01-13	59-dobbin-circuit-nicholls-canberra	By Negotiation
1318205532611	2024-01-14	1-merfield-place-giralang-canberra	$1,350,000+
1318187826911	2024-01-15	24-14-boolee-street-reid-canberra	$390,000+
1318208321911	2024-01-15	187-45-west-row-city-canberra	$875,000
1318209019511	2024-01-15	13-20-eyre-street-kingston-canberra	By Negotiation
1318211363711	2024-01-15	19-2-light-street-griffith-canberra	$1,250,000
1318167516811	2024-01-16	no-street-name-provided-macnamara-canberra	$639,700
1318171051711	2024-01-16	renaissance-r3-large-3-bed-park-side-with-easterly-sun-griffith-canberra	$1,199,900
1318184058911	2024-01-16	44-20-eyre-street-kingston-canberra	$749,000+
1318189143811	2024-01-16	level-6-609-6-furzer-street-phillip-canberra	$474,000
1318189152211	2024-01-16	renaissance-r3-unparalleled-inner-south-living-griffith-canberra	$1,449,900
1318201264811	2024-01-16	14-de-bortoli-street-harrison-canberra	By Negotiation
1318211447411	2024-01-16	24-barramundi-street-throsby-canberra	Contact Agent
1318213781411	2024-01-16	23-rodway-street-yarralumla-canberra	By Negotiation
1318216620011	2024-01-16	10-coppin-place-weetangera-canberra	Offers Over $1,595,000
1318164606911	2024-01-17	1602-4-grazier-lane-belconnen-canberra	$549,900+
1318186255711	2024-01-17	55-11-trevillian-quay-kingston-canberra	$629,000+
1318189088511	2024-01-17	30-bainbridge-close-chisholm-canberra	Offers Over $950,000
1318197743911	2024-01-17	29-cygnet-crescent-red-hill-canberra	By Negotiation
1318201620611	2024-01-17	1-norfolk-street-red-hill-canberra	$1,550,000
1318203661211	2024-01-17	1-8-aurora-close-mawson-canberra	$1,395,000
1318203764611	2024-01-17	27-harris-street-hackett-canberra	$1,275,000
1318204155311	2024-01-17	8-47-majura-avenue-dickson-canberra	$449,000
1318207539311	2024-01-17	119-ida-west-street-bonner-canberra	$1,295,000+
1318218119311	2024-01-17	410-240-bunda-street-canberra-canberra	$700,000+
1318194292011	2024-01-18	31-pindari-crescent-o-malley-canberra	Offers Over $2,300,000
1318199285711	2024-01-18	block-av-section-ag-road-114-macnamara-canberra	369m2 asking $475,000
1318201669411	2024-01-18	8-mindarie-street-narrabundah-canberra	$1,190,000
1318207280111	2024-01-18	32-lockyer-street-griffith-canberra	$3,549,000+
1318212528611	2024-01-18	16-21-tenison-woods-circuit-bonython-canberra	$480,000+
1318145475511	2024-01-19	1-11-moncrieff-street-dickson-canberra	By Negotiation
1318205660311	2024-01-19	36b-60-wattle-street-lyneham-canberra	$335,000
1318208026211	2024-01-19	13-16-bradfield-street-downer-canberra	By Negotiation
1318209006411	2024-01-19	4-12-condamine-street-turner-canberra	$694,900
1318211529211	2024-01-19	6-53-mcmillan-crescent-griffith-canberra	$475,000+
1318212528711	2024-01-19	16-gamburra-street-ngunnawal-canberra	$695,000+
1318197765711	2024-01-20	117-45-eastlake-parade-kingston-canberra	$599,000 +
1318212991211	2024-01-20	281-325-anketell-street-greenway-canberra	$530,000
1318220997211	2024-01-20	5-phillipa-weeks-street-watson-canberra	$700,000+
